"","orders_key","loc_key","date","pizza_key","dough_key","cheese_key","topping_key","quantity","profit","pizza_size","pizza_size_value","street","city_key","city","country","year","month"
"1485",1019,6,2021-04-28,43,68,78,88,1,76,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","04"
"1486",1757,12,2020-10-27,44,69,79,89,5,63,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","10"
"1487",1757,12,2020-10-27,44,69,79,89,5,63,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","10"
"1488",440,10,2018-04-21,45,70,80,90,4,33,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","04"
"1489",487,11,2021-04-10,41,61,71,81,5,81,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2021","04"
"1490",487,11,2021-04-10,41,61,71,81,5,81,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","04"
"1491",1310,19,2017-09-05,42,62,72,82,4,46,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","09"
"1492",168,12,2017-11-14,43,63,73,83,1,81,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","11"
"1493",168,12,2017-11-14,43,63,73,83,1,81,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","11"
"1494",1473,8,2021-02-26,44,64,74,84,5,34,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","02"
"1495",1473,8,2021-02-26,44,64,74,84,5,34,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","02"
"1496",759,20,2017-07-08,45,65,75,85,4,51,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","07"
"1497",812,2,2017-12-07,41,66,76,86,5,97,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","12"
"1498",789,11,2018-03-19,42,67,77,87,3,78,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","03"
"1499",789,11,2018-03-19,42,67,77,87,3,78,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","03"
"1500",1360,6,2021-05-10,43,68,78,88,3,36,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","05"
"1501",1360,6,2021-05-10,43,68,78,88,3,36,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","05"
"1502",1351,12,2018-10-30,44,69,79,89,4,45,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","10"
"1503",1351,12,2018-10-30,44,69,79,89,4,45,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2018","10"
"1504",1908,10,2021-08-21,45,70,80,90,1,66,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","08"
"1505",741,11,2017-06-26,41,61,71,81,4,27,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","06"
"1506",741,11,2017-06-26,41,61,71,81,4,27,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","06"
"1507",1455,19,2017-09-29,42,62,72,82,4,100,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","09"
"1508",1138,12,2018-01-12,43,63,73,83,1,120,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","01"
"1509",1138,12,2018-01-12,43,63,73,83,1,120,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","01"
"1510",922,8,2020-02-16,44,64,74,84,3,88,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2020","02"
"1511",922,8,2020-02-16,44,64,74,84,3,88,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2020","02"
"1512",1189,20,2020-09-30,45,65,75,85,3,38,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","09"
"1513",640,2,2019-04-01,41,66,76,86,2,90,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","04"
"1514",452,11,2020-02-22,42,67,77,87,4,112,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","02"
"1515",452,11,2020-02-22,42,67,77,87,4,112,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","02"
"1516",1243,6,2018-07-12,43,68,78,88,3,57,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2018","07"
"1517",1243,6,2018-07-12,43,68,78,88,3,57,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2018","07"
"1518",1869,12,2020-08-08,44,69,79,89,1,98,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","08"
"1519",1869,12,2020-08-08,44,69,79,89,1,98,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","08"
"1520",196,10,2017-02-25,45,70,80,90,5,118,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","02"
"1521",1747,11,2019-08-05,41,61,71,81,4,81,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","08"
"1522",1747,11,2019-08-05,41,61,71,81,4,81,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","08"
"1523",843,19,2021-02-01,42,62,72,82,1,97,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","02"
"1524",1090,12,2017-08-08,43,63,73,83,1,41,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","08"
"1525",1090,12,2017-08-08,43,63,73,83,1,41,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","08"
"1526",275,8,2019-12-22,44,64,74,84,4,96,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","12"
"1527",275,8,2019-12-22,44,64,74,84,4,96,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","12"
"1528",1428,20,2021-05-05,45,65,75,85,2,36,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","05"
"1529",913,2,2018-05-22,41,66,76,86,4,81,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2018","05"
"1530",1936,11,2019-04-29,42,67,77,87,3,64,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2019","04"
"1531",1936,11,2019-04-29,42,67,77,87,3,64,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","04"
"1532",250,6,2021-09-19,43,68,78,88,2,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","09"
"1533",250,6,2021-09-19,43,68,78,88,2,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","09"
"1534",1638,12,2019-07-18,44,69,79,89,1,105,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","07"
"1535",1638,12,2019-07-18,44,69,79,89,1,105,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","07"
"1536",386,10,2017-05-30,45,70,80,90,1,106,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","05"
"1537",1769,11,2018-08-06,41,61,71,81,3,101,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","08"
"1538",1769,11,2018-08-06,41,61,71,81,3,101,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","08"
"1539",393,19,2017-05-17,42,62,72,82,2,46,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","05"
"1540",1704,12,2018-01-27,43,63,73,83,2,81,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","01"
"1541",1704,12,2018-01-27,43,63,73,83,2,81,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","01"
"1542",381,8,2019-11-03,44,64,74,84,3,106,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","11"
"1543",381,8,2019-11-03,44,64,74,84,3,106,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","11"
"1544",582,20,2019-06-29,45,65,75,85,2,118,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","06"
"1545",554,2,2021-09-21,41,66,76,86,2,24,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2021","09"
"1546",1815,11,2020-10-21,42,67,77,87,4,31,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","10"
"1547",1815,11,2020-10-21,42,67,77,87,4,31,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","10"
"1548",1887,6,2017-08-02,43,68,78,88,1,106,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","08"
"1549",1887,6,2017-08-02,43,68,78,88,1,106,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","08"
"1550",1595,12,2020-02-06,44,69,79,89,3,88,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","02"
"1551",1595,12,2020-02-06,44,69,79,89,3,88,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","02"
"1552",271,10,2017-12-22,45,70,80,90,1,96,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","12"
"1553",1239,11,2019-04-17,41,61,71,81,2,26,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","04"
"1554",1239,11,2019-04-17,41,61,71,81,2,26,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","04"
"1555",1007,19,2017-11-25,42,62,72,82,2,67,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","11"
"1556",657,12,2021-06-03,43,63,73,83,4,105,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","06"
"1557",657,12,2021-06-03,43,63,73,83,4,105,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","06"
"1558",1168,8,2017-11-05,44,64,74,84,4,40,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2017","11"
"1559",1168,8,2017-11-05,44,64,74,84,4,40,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2017","11"
"1560",1715,20,2019-03-23,45,65,75,85,1,101,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","03"
"1561",595,2,2017-02-10,41,66,76,86,5,34,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","02"
"1562",957,11,2021-08-24,42,67,77,87,1,68,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2021","08"
"1563",957,11,2021-08-24,42,67,77,87,1,68,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","08"
"1564",770,6,2019-03-12,43,68,78,88,5,33,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","03"
"1565",770,6,2019-03-12,43,68,78,88,5,33,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","03"
"1566",212,12,2017-02-11,44,69,79,89,5,51,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","02"
"1567",212,12,2017-02-11,44,69,79,89,5,51,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","02"
"1568",1501,10,2018-08-26,45,70,80,90,5,70,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","08"
"1569",1284,11,2018-01-02,41,61,71,81,2,46,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","01"
"1570",1284,11,2018-01-02,41,61,71,81,2,46,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","01"
"1571",1862,19,2020-08-01,42,62,72,82,4,45,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","08"
"1572",311,12,2018-12-15,43,63,73,83,2,77,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","12"
"1573",311,12,2018-12-15,43,63,73,83,2,77,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","12"
"1574",1089,8,2020-02-17,44,64,74,84,5,65,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2020","02"
"1575",1089,8,2020-02-17,44,64,74,84,5,65,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2020","02"
"1576",1786,20,2017-04-15,45,65,75,85,1,105,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","04"
"1577",1205,2,2018-11-28,41,66,76,86,2,74,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2018","11"
"1578",1964,11,2017-07-27,42,67,77,87,2,86,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","07"
"1579",1964,11,2017-07-27,42,67,77,87,2,86,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","07"
"1580",1132,6,2020-11-06,43,68,78,88,5,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","11"
"1581",1132,6,2020-11-06,43,68,78,88,5,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","11"
"1582",1236,12,2018-08-30,44,69,79,89,3,76,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","08"
"1583",1236,12,2018-08-30,44,69,79,89,3,76,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2018","08"
"1584",734,10,2019-09-22,45,70,80,90,3,42,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","09"
"1585",1014,11,2018-04-17,41,61,71,81,5,99,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","04"
"1586",1014,11,2018-04-17,41,61,71,81,5,99,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","04"
"1587",1079,19,2021-09-20,42,62,72,82,4,43,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","09"
"1588",461,12,2020-03-16,43,63,73,83,5,39,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","03"
"1589",461,12,2020-03-16,43,63,73,83,5,39,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","03"
"1590",212,8,2017-08-25,44,64,74,84,1,97,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2017","08"
"1591",212,8,2017-08-25,44,64,74,84,1,97,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2017","08"
"1592",1144,20,2017-07-30,45,65,75,85,4,89,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","07"
"1593",1138,2,2019-06-01,41,66,76,86,4,27,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","06"
"1594",1207,11,2019-06-11,42,67,77,87,5,87,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2019","06"
"1595",1207,11,2019-06-11,42,67,77,87,5,87,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","06"
"1596",558,6,2020-03-08,43,68,78,88,5,33,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","03"
"1597",558,6,2020-03-08,43,68,78,88,5,33,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","03"
"1598",676,12,2020-10-25,44,69,79,89,5,83,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","10"
"1599",676,12,2020-10-25,44,69,79,89,5,83,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","10"
"1600",472,10,2021-01-18,45,70,80,90,5,37,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","01"
"1601",745,11,2017-11-21,41,61,71,81,3,66,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","11"
"1602",745,11,2017-11-21,41,61,71,81,3,66,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","11"
"1603",294,19,2018-09-26,42,62,72,82,5,46,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2018","09"
"1604",1693,12,2019-12-12,43,63,73,83,4,100,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","12"
"1605",1693,12,2019-12-12,43,63,73,83,4,100,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2019","12"
"1606",189,8,2019-07-08,44,64,74,84,3,60,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","07"
"1607",189,8,2019-07-08,44,64,74,84,3,60,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","07"
"1608",1003,20,2020-09-12,45,65,75,85,2,45,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","09"
"1609",1328,2,2017-05-25,41,66,76,86,1,50,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","05"
"1610",300,11,2018-11-26,42,67,77,87,4,104,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","11"
"1611",300,11,2018-11-26,42,67,77,87,4,104,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","11"
"1612",271,6,2020-12-31,43,68,78,88,5,98,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","12"
"1613",271,6,2020-12-31,43,68,78,88,5,98,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","12"
"1614",570,12,2019-07-28,44,69,79,89,3,72,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","07"
"1615",570,12,2019-07-28,44,69,79,89,3,72,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","07"
"1616",1385,10,2017-04-27,45,70,80,90,4,37,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","04"
"1617",725,11,2020-05-28,41,61,71,81,2,103,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2020","05"
"1618",725,11,2020-05-28,41,61,71,81,2,103,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","05"
"1619",1416,19,2019-11-05,42,62,72,82,2,43,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2019","11"
"1620",670,12,2017-11-17,43,63,73,83,5,50,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","11"
"1621",670,12,2017-11-17,43,63,73,83,5,50,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","11"
"1622",1975,8,2020-02-05,44,64,74,84,3,41,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2020","02"
"1623",1975,8,2020-02-05,44,64,74,84,3,41,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2020","02"
"1624",1434,20,2020-12-26,45,65,75,85,2,69,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","12"
"1625",1691,2,2020-11-25,41,66,76,86,2,116,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","11"
"1626",1696,11,2021-08-03,42,67,77,87,1,117,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2021","08"
"1627",1696,11,2021-08-03,42,67,77,87,1,117,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","08"
"1628",1346,6,2021-01-03,43,68,78,88,1,112,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","01"
"1629",1346,6,2021-01-03,43,68,78,88,1,112,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","01"
"1630",149,12,2019-02-20,44,69,79,89,3,75,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","02"
"1631",149,12,2019-02-20,44,69,79,89,3,75,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","02"
"1632",143,10,2018-07-02,45,70,80,90,4,77,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","07"
"1633",629,11,2017-05-05,41,61,71,81,1,92,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","05"
"1634",629,11,2017-05-05,41,61,71,81,1,92,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","05"
"1635",643,19,2021-06-27,42,62,72,82,4,95,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","06"
"1636",1837,12,2019-11-20,43,63,73,83,2,91,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","11"
"1637",1837,12,2019-11-20,43,63,73,83,2,91,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2019","11"
"1638",655,8,2018-09-11,44,64,74,84,2,103,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","09"
"1639",655,8,2018-09-11,44,64,74,84,2,103,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","09"
"1640",534,20,2020-02-03,45,65,75,85,3,34,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","02"
"1641",1883,2,2019-08-16,41,66,76,86,2,39,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","08"
"1642",1790,11,2019-02-11,42,67,77,87,4,69,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2019","02"
"1643",1790,11,2019-02-11,42,67,77,87,4,69,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","02"
"1644",1634,6,2019-01-27,43,68,78,88,2,45,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","01"
"1645",1634,6,2019-01-27,43,68,78,88,2,45,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","01"
"1646",1479,12,2019-04-09,44,69,79,89,5,70,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","04"
"1647",1479,12,2019-04-09,44,69,79,89,5,70,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","04"
"1648",1040,10,2018-12-28,45,70,80,90,5,101,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","12"
"1649",143,11,2020-10-05,41,61,71,81,4,46,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2020","10"
"1650",143,11,2020-10-05,41,61,71,81,4,46,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","10"
"1651",258,19,2020-08-22,42,62,72,82,3,36,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","08"
"1652",1204,12,2017-11-01,43,63,73,83,3,28,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","11"
"1653",1204,12,2017-11-01,43,63,73,83,3,28,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","11"
"1654",1458,8,2021-02-21,44,64,74,84,2,64,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","02"
"1655",1458,8,2021-02-21,44,64,74,84,2,64,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","02"
"1656",390,20,2021-06-11,45,65,75,85,3,71,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","06"
"1657",1197,2,2017-08-18,41,66,76,86,5,31,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","08"
"1658",947,11,2021-05-04,42,67,77,87,5,62,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2021","05"
"1659",947,11,2021-05-04,42,67,77,87,5,62,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","05"
"1660",1791,6,2018-01-18,43,68,78,88,1,101,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2018","01"
"1661",1791,6,2018-01-18,43,68,78,88,1,101,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2018","01"
"1662",1553,12,2019-12-01,44,69,79,89,3,110,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","12"
"1663",1553,12,2019-12-01,44,69,79,89,3,110,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","12"
"1664",1378,10,2019-04-26,45,70,80,90,3,51,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","04"
"1665",1318,11,2020-07-03,41,61,71,81,4,75,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2020","07"
"1666",1318,11,2020-07-03,41,61,71,81,4,75,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","07"
"1667",1808,19,2017-08-29,42,62,72,82,1,96,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","08"
"1668",232,12,2021-01-09,43,63,73,83,4,88,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","01"
"1669",232,12,2021-01-09,43,63,73,83,4,88,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","01"
"1670",1673,8,2019-09-24,44,64,74,84,3,95,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","09"
"1671",1673,8,2019-09-24,44,64,74,84,3,95,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","09"
"1672",801,20,2018-09-01,45,65,75,85,4,57,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2018","09"
"1673",726,2,2018-09-18,41,66,76,86,4,72,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2018","09"
"1674",1053,11,2021-07-21,42,67,77,87,1,109,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2021","07"
"1675",1053,11,2021-07-21,42,67,77,87,1,109,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","07"
"1676",934,6,2021-03-12,43,68,78,88,2,55,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","03"
"1677",934,6,2021-03-12,43,68,78,88,2,55,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","03"
"1678",611,12,2017-12-29,44,69,79,89,1,88,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","12"
"1679",611,12,2017-12-29,44,69,79,89,1,88,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","12"
"1680",980,10,2018-02-27,45,70,80,90,4,113,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","02"
"1681",1020,11,2018-03-27,41,61,71,81,4,79,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","03"
"1682",1020,11,2018-03-27,41,61,71,81,4,79,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","03"
"1683",1198,19,2020-03-02,42,62,72,82,3,60,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","03"
"1684",487,12,2019-01-08,43,63,73,83,1,24,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","01"
"1685",487,12,2019-01-08,43,63,73,83,1,24,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2019","01"
"1686",1478,8,2021-07-03,44,64,74,84,3,48,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","07"
"1687",1478,8,2021-07-03,44,64,74,84,3,48,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","07"
"1688",1847,20,2017-01-21,45,65,75,85,5,55,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","01"
"1689",1498,2,2017-11-06,41,66,76,86,3,112,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","11"
"1690",1969,11,2018-12-13,42,67,77,87,3,106,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","12"
"1691",1969,11,2018-12-13,42,67,77,87,3,106,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","12"
"1692",568,6,2019-12-06,43,68,78,88,4,25,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","12"
"1693",568,6,2019-12-06,43,68,78,88,4,25,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","12"
"1694",117,12,2020-05-15,44,69,79,89,2,114,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","05"
"1695",117,12,2020-05-15,44,69,79,89,2,114,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","05"
"1696",154,10,2018-04-02,45,70,80,90,2,85,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2018","04"
"1697",795,11,2021-03-21,41,61,71,81,2,50,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2021","03"
